imageName,ylabel,plane,helicopter,other,aircraft
2016-10-23T16+23+26_880Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-10T19+44+49_610Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-08-22T11+11+21_300Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+07+33_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+52+19_626Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-08T16+50+56_070Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T18+26+46_137Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T12+05+26_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T18+47+19_615Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-04T19+42+09_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T17+04+08_270Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+19+49_319Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-29T12+26+06_894Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T19+15+58_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+33+03_786Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T20+35+38_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-29T23+53+54_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+11+06_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-09T11+49+23_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-11T19+29+49_670Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T16+52+48_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T13+22+02_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T17+37+06_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-04T15+33+46_980Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T11+27+08_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T11+02+44_859Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-15T17+26+34_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T19+45+26_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T11+58+50_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T10+59+44_671Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T22+34+23_278Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T19+12+47_312Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-04T19+28+13_340Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-30T13+54+42_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-02T14+47+23_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-06T19+35+37_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T17+34+17_630Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-16T19+20+47_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T19+50+27_950Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-02T17+40+32_050Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T14+25+43_910Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-20T15+39+38_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T17+29+00_450Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-13T20+40+36_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+52+20_100Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T21+44+28_760Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T10+39+05_172Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-14T16+13+16_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T10+42+54_970Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T19+13+35_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-02T15+52+50_520Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+05+03_545Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T22+21+33_902Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T14+55+10_993Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+39+27_140Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T19+10+35_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+34+06_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-22T20+36+30_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-14T17+15+18_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+30+20_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T18+33+01_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-30T18+26+30_330Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T17+09+05_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T16+01+41_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T10+59+19_285Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-01T22+08+23_380Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T09+43+59_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T10+46+22_510Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+22+34_046Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+15+24_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-27T19+33+51_360Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T17+48+46_520Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T19+17+05_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-28T12+49+43_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-12T19+24+10_910Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-09T18+29+14_380Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+24+05_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+32+06_470Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T20+47+06_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+35+20_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T16+50+04_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+49+06_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-02T18+29+38_778Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-06T12+20+06_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+41+20_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T18+04+40_520Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-26T18+25+07_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T15+50+07_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T16+22+38_340Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T13+35+03_524Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-19T12+04+10_380Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T13+17+08_218Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T16+21+25_030Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T10+44+48_731Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-30T20+06+55_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-29T11+47+10_238Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-30T19+03+40_650Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T09+42+08_634Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T20+32+47_200Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T19+13+52_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-16T20+57+52_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T18+41+53_820Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T18+54+12_000Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+39+13_690Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-06T12+24+15_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-31T11+47+48_745Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T18+18+58_354Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T16+54+57_300Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T22+00+25_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T12+41+06_338Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+03+09_142Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+34+02_600Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T19+18+56_910Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-08T13+40+34_350Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T20+10+56_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-13T10+24+18_692Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-17T16+49+02_330Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+04+08_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-25T12+28+35_300Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T20+23+57_010Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T16+16+34_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T18+57+23_400Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T19+57+33_312Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T17+00+11_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-08T21+06+22_270Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T15+55+48_850Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T16+32+12_660Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-09T19+17+57_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T19+23+59_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+50+13_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-24T13+56+08_880Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-13T19+59+47_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-20T15+44+23_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T20+06+25_550Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+22+25_110Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T20+01+58_417Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T15+49+13_460Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T10+56+15_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T09+35+45_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-17T09+33+09_656Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T13+55+25_467Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T10+54+51_905Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-30T18+15+23_880Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-05T16+14+11_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T11+40+43_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T13+15+06_293Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-21T17+00+35_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-31T18+58+27_660Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+20+10_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+59+55_130Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T16+57+17_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T19+28+53_950Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+31+20_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T16+13+47_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T17+09+21_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-26T15+49+00_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T14+14+22_110Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-30T17+27+32_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-05T16+17+18_460Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+23+12_070Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+45+29_270Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T16+12+49_560Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+11+10_440Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T19+40+47_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T14+41+57_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T05+34+17_730Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-15T16+16+11_390Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T18+36+47_340Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T11+26+37_515Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+46+38_360Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+07+28_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-05T15+59+58_190Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T13+59+54_427Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-02-02T18+35+14_090Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-27T20+28+17_700Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-26T14+21+14_590Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-25T13+37+54_853Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+33+12_830Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-20T19+54+59_790Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-07T18+12+24_990Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-03T19+34+42_285Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T18+38+24_030Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T14+04+47_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-03T22+21+37_680Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-13T20+12+15_312Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-19T17+01+07_680Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T22+32+22_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T09+47+59_027Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T16+58+29_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-18T16+21+27_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T17+52+07_250Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T14+19+53_760Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+16+43_287Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-28T19+01+25_690Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-23T16+35+03_560Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-10-19T16+09+13_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+34+53_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T16+27+25_950Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T19+51+14_600Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T18+57+59_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T20+05+36_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T13+49+38_010Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+15+05_320Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+15+25_604Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T17+07+35_790Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T16+27+47_510Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T17+17+22_940Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-08T20+18+40_760Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+19+24_860Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-11T16+30+39_930Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T20+49+00_630Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T19+23+13_690Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-30T20+58+36_845Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T21+10+40_080Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-17T11+27+16_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-06T12+19+39_740Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T10+53+35_948Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-31T14+26+45_540Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T15+10+56_550Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T13+01+35_398Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T18+39+24_370Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T18+40+02_492Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T17+33+48_005Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T17+37+44_010Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-31T18+37+13_870Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T16+56+47_120Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+52+47_719Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-10T18+41+33_530Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-16T14+30+49_470Z,Airplane,TRUE,FALSE,FALSE,TRUE
2016-12-12T19+41+17_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T14+17+53_802Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-11T22+07+52_106Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T14+02+21_836Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-11T18+57+22_180Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+36+10_123Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-26T17+59+30_460Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+11+46_510Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-31T12+54+25_890Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-30T17+24+55_960Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T20+16+59_320Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-09T20+58+29_225Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T22+12+35_140Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T16+49+28_381Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-18T17+40+35_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-09T21+02+29_490Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T19+03+25_780Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-25T23+31+30_810Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-09T21+52+36_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-14T15+06+27_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+17+24_640Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+47+55_244Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-28T11+34+48_420Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T12+34+04_170Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-06T16+27+28_092Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-10T18+06+55_610Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T16+26+43_260Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-23T20+55+32_651Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T11+42+08_546Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-30T18+53+29_290Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-07T19+09+11_810Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T12+59+46_410Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T14+23+57_072Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-14T19+10+33_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-17T09+38+51_000Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-30T11+39+43_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-05T15+07+06_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-09-29T15+41+32_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2017-01-03T17+30+02_340Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-02T19+47+58_750Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-12T21+30+51_040Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-29T11+54+25_220Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-11-22T14+19+05_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-17T12+59+00_470Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+40+29_620Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T15+24+43_280Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T15+54+48_160Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-24T14+24+01_230Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-10-23T18+58+43_012Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T16+52+35_580Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-22T11+42+52_440Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-12-03T17+44+07_500Z,No aircraft,FALSE,FALSE,FALSE,FALSE
2016-08-26T13+44+04_980Z,No aircraft,FALSE,FALSE,FALSE,FALSE
